NDB_NO,SHRT_DESC,WATER_G,ENERG_KCAL,PROTEIN_G,LIPID_TOT_G,ASH_G,CARBOHYDRT_G,FIBER_TD_G,SUGAR_TOT_G,CALCIUM_MG,IRON_MG,MAGNESIUM_MG,PHOSPHORUS_MG,POTASSIUM_MG,SODIUM_MG,ZINC_MG,COPPER_MG,MANGANESE_MG,SELENIUM_ΜG,VIT_C_MG,THIAMIN_MG,RIBOFLAVIN_MG,NIACIN_MG,PANTO_ACID_MG,VIT_B6_MG,FOLATE_TOT_ΜG,FOLIC_ACID_ΜG,FOOD_FOLATE_ΜG,FOLATE_DFE_ΜG,CHOLINE_TOT__MG,VIT_B12_ΜG,VIT_A_IU,VIT_A_RAE,RETINOL_ΜG,ALPHA_CAROT_ΜG,BETA_CAROT_ΜG,BETA_CRYPT_ΜG,LYCOPENE_ΜG,LUT_ZEA__ΜG,VIT_E_MG,VIT_D_ΜG,VIT_D_IU,VIT_K_ΜG,FA_SAT_G,FA_MONO_G,FA_POLY_G,CHOLESTRL_MG,GMWT_1,GMWT_DESC1,GMWT_2,GMWT_DESC2,REFUSE_PCT
11613,borage,93,21,1.8,0.7,1.44,3.06,,,93,3.3,52,53,470,80,0.2,0.13,0.349,0.9,35,0.06,0.15,0.9,0.041,0.084,13,0,13,13,,0,4200,210,0,,,,,,,0,0,,0.17,0.211,0.109,0,89,"1 cup, (1"" pieces)",,,20
09056,boysenberries,76.26,88,0.99,0.12,0.32,22.31,2.6,,18,0.43,11,10,90,3,0.19,0.07,0.25,0.4,6.2,0.026,0.029,0.23,0.131,0.038,34,0,34,34,,0,40,2,0,,,,,,,0,0,,0.004,0.012,0.068,0,256,1 cup,,,0
07013,bratwurst,51.45,333,13.72,29.18,2.8,2.85,0,0,28,0.53,21,208,348,846,3.25,0.104,0.014,39.7,0,0.459,0.307,4.795,0.666,0.327,3,0,3,3,94,0.73,6,2,2,0,0,0,0,0,0.26,1.1,44,3.4,9.998,14.692,2.632,74,85,"1 link, cooked",,,0
12078,brazilnuts,3.42,659,14.32,67.1,3.43,11.74,7.5,2.33,160,2.43,376,725,659,3,4.06,1.743,1.223,1917,0.7,0.617,0.035,0.295,0.184,0.101,22,0,22,22,28.8,0,0,0,0,0,0,0,0,0,5.65,0,0,0,16.134,23.879,24.399,0,133,"1 cup, whole",5,1 kernel,49
18019,bread,29.2,326,4.3,10.5,1,54.6,1.1,,21,1.4,14,58,134,302,0.35,0.072,0.209,12.1,1.7,0.172,0.2,1.446,0.268,0.15,33,22,11,48,,0.1,493,106,97,,102,,,,,,,,2.237,4.48,3.13,43,28.35,1 oz,57,"1 individual, loaf (include Keebler Elfin Loaves)",0
18079,bread crumbs,6.51,395,13.35,5.3,2.87,71.98,4.5,6.2,183,4.83,43,165,196,732,1.45,0.255,0.919,25.2,0,0.967,0.403,6.634,0.552,0.121,107,82,25,164,14.6,0.35,0,0,0,0,0,0,0,0,0.08,0,0,6.6,1.203,1.023,2.06,0,28.35,1 oz,108,1 cup,0
18080,bread sticks,6.1,412,12,9.5,3.9,68.4,3,1.26,22,4.28,32,121,124,713,0.88,0.188,0.557,37.5,0,0.589,0.553,5.281,0.54,0.073,162,132,30,255,14.6,0,0,0,0,0,1,0,0,65,1.01,0,0,2.2,1.41,3.568,3.628,0,46,"1 cup, small pieces",5,"1 stick, small (approx 4-1/4"" long)",0
18081,bread stuffing,4.2,386,11,3.4,5.2,76.2,3.2,8.27,97,3.81,40,141,246,1405,0.93,0.238,0.594,48,0,0.596,0.404,5.766,0.398,0.152,168,82,86,225,14.6,0.02,2,0,0,0,1,0,0,72,0.38,0,0,1.1,0.845,1.493,0.713,1,28.35,1 oz,170,"1 package, (6 oz)",0
09059,breadfruit,70.65,103,1.07,0.23,0.93,27.12,4.9,11,17,0.54,25,30,490,2,0.12,0.084,0.06,0.6,29,0.11,0.03,0.9,0.457,0.1,14,0,14,14,9.8,0,0,0,0,0,0,0,0,22,0.1,0,0,0.5,0.048,0.034,0.066,0,220,1 cup,96,".25 fruit, small",22
12001,breadfruit seeds,56.27,191,7.4,5.59,1.5,29.24,5.2,,36,3.67,54,175,941,25,0.9,1.148,0.142,,6.6,0.482,0.301,0.438,0.877,0.32,53,0,53,53,,0,256,13,0,,,,,,,0,0,,1.509,0.712,2.977,0,28.35,1 oz,,,32
43595,breakfast bar,14.5,377,4.4,7.5,0.8,72.9,2.1,35.1,41,4.86,27,103,197,297,4.1,0.1,,15,0,1,1.1,13.5,0,1.4,108,95,13,174,34.3,0,2027,608,608,0,0,0,0,40,0.76,0,0,13.8,1.5,5,0.9,0,28.35,1 oz,37,1 bar,0
43100,breakfast bars,4.1,464,9.8,17.6,1.8,66.7,3.1,27.52,60,3.18,101,277,326,251,1.6,0.36,,16,1,0.28,0.11,1.75,,0.35,81,0,81,81,27.6,0,152,8,0,0,91,0,0,107,0.82,0,0,15.9,12.69,1.933,1.634,0,43,1 bar,,,0
21005,breakfast items,44.48,312,11.13,20.77,2.56,21.05,0.2,0.95,51,1.9,13,312,149,672,0.9,0.244,0.138,22.6,0,0.282,0.263,2.467,0.939,0.068,42,34,9,66,97.9,0.75,203,43,39,0,42,2,0,87,0.95,0.5,22,4.4,6.449,9.985,2.967,161,162,1 item,,,0
18459,breakfast tart,12.04,372,3.99,5.99,1.18,76.8,1.5,4.87,44,3.42,44,93,66,361,0.28,0.073,,12.9,3.8,0.285,0.549,3.8,,0.38,100,47,53,133,8.4,0,950,285,285,0,3,1,0,4,0.53,0,0,0.4,1.393,3.338,0.878,0,52,1 tart,,,0
11088,broadbeans,81,72,5.6,0.6,1.1,11.7,4.2,,22,1.9,38,95,250,50,0.58,0.074,0.32,1.2,33,0.17,0.11,1.5,0.086,0.038,96,0,96,96,,0,350,18,0,,,,,,,0,0,,0.138,0.017,0.31,0,109,1 cup,8,1 broadbean,3
11090,broccoli,89.3,34,2.82,0.37,0.87,6.64,2.6,1.7,47,0.73,21,66,316,33,0.41,0.049,0.21,2.5,89.2,0.071,0.117,0.639,0.573,0.175,63,0,63,63,18.7,0,623,31,0,25,361,1,0,1403,0.78,0,0,101.6,0.039,0.011,0.038,0,91,"1 cup, chopped",608,1 bunch,39
11096,broccoli raab,92.55,22,3.17,0.49,0.93,2.85,2.7,0.38,108,2.14,22,73,196,33,0.77,0.042,0.395,1,20.2,0.162,0.129,1.221,0.322,0.171,83,0,83,83,18.3,0,2622,131,0,0,1573,0,0,1121,1.62,0,0,224,0.05,0.026,0.13,0,40,"1 cup, chopped",19,1 stalk,0
07015,brotwurst,51.3,323,14.3,27.8,3.67,2.98,0,2.98,48,1.03,16,134,281,1112,2.1,0.08,0.04,17,0,0.25,0.23,3.3,0.06,0.13,5,0,5,5,,2.05,0,0,0,0,0,0,0,0,0.27,0.3,11,0,9.93,13.34,2.83,63,70,1 link,,,0
11098,brussels sprouts,86,43,3.38,0.3,1.37,8.95,3.8,2.2,42,1.4,23,69,389,25,0.42,0.07,0.337,1.6,85,0.139,0.09,0.745,0.309,0.219,61,0,61,61,19.1,0,754,38,0,6,450,0,0,1590,0.88,0,0,177,0.062,0.023,0.153,0,88,1 cup,19,1 sprout,10
20008,buckwheat,9.75,343,13.25,3.4,2.1,71.5,10,,18,2.2,231,347,460,1,2.4,1.1,1.3,8.3,0,0.101,0.425,7.02,1.233,0.21,30,0,30,30,,0,0,0,0,,,,,,,0,0,,0.741,1.04,1.039,0,170,1 cup,,,0
20011,buckwheat flour,11.15,335,12.62,3.1,2.54,70.59,10,2.6,41,4.06,251,337,577,11,3.12,0.515,2.03,5.7,0,0.417,0.19,6.15,0.44,0.582,54,0,54,54,54.2,0,0,0,0,0,0,0,0,220,0.32,0,0,7,0.677,0.949,0.949,0,120,1 cup,,,0
20009,buckwheat groats,8.41,346,11.73,2.71,2.2,74.95,10.3,,17,2.47,221,319,320,11,2.42,0.624,1.618,8.4,0,0.224,0.271,5.135,1.233,0.353,42,0,42,42,54.2,0,0,0,0,,,,,,,0,0,,0.591,0.828,0.828,0,164,1 cup,,,0
35174,buffalo,75.96,97,21.44,1.3,0.94,0,,,3,2.61,22,200,355,43,3,0.117,0.011,7,,0.153,0.325,6.92,0.76,0.78,,,,,,1.15,,,,,,,,,,,,,0.418,0.425,0.098,,,,,,0
20012,bulgur,9,342,12.29,1.33,1.51,75.87,12.5,0.41,35,2.46,164,300,410,17,1.93,0.335,3.048,2.3,0,0.232,0.115,5.114,1.045,0.342,27,0,27,27,28.1,0,9,0,0,0,5,0,0,220,0.06,0,0,1.9,0.232,0.173,0.541,0,140,1 cup,,,0
15006,burbot,79.26,90,19.31,0.81,1.16,0,0,,50,0.9,32,200,404,97,0.76,0.2,0.7,12.6,0,0.372,0.141,1.62,0.15,0.3,1,0,1,1,,0.8,15,5,5,,,,,,,,,,0.163,0.133,0.297,60,116,1 fillet,85,3 oz,0
11104,burdock root,80.09,72,1.53,0.15,0.89,17.34,3.3,2.9,41,0.8,38,51,308,5,0.33,0.077,0.232,0.7,3,0.01,0.03,0.3,0.321,0.24,23,0,23,23,11.7,0,0,0,0,0,0,0,0,0,0.38,0,0,1.6,0.025,0.037,0.059,0,118,"1 cup, (1"" pieces)",156,1 root,25
21141,burger king,68.13,168,3.19,8.74,0.91,19.03,0,11.67,104,0.42,12,97,153,100,0.67,0.19,0.061,3.2,0,0,0.18,0.09,0.62,0.03,,,,,,0.36,,,,,,,,,0.32,,,,5.335,2.47,0.434,31,24.8,1 fl oz,298,"1 small, 12 fl oz",0
22917,burrito,50.48,239,7.26,9.61,1.81,30.84,4.2,0.7,34,2.96,32,72,221,587,0.99,0.211,0.481,10.7,0.8,0.393,0.236,2.889,0.008,0.09,80,62,17,123,22.5,,212,11,0,0,117,21,2533,52,0.64,,,6.8,2.949,3.789,1.358,8,139,"1 burrito, frozen",28.35,1 oz,0
01001,butter,15.87,717,0.85,81.11,2.11,0.06,0,0.06,24,0.02,2,24,24,643,0.09,0,0,1,0,0.005,0.034,0.042,0.11,0.003,3,0,3,3,18.8,0.17,2499,684,671,0,158,0,0,0,2.32,0,0,7,51.368,21.021,3.043,215,5,"1 pat, (1"" sq, 1/3"" high)",14.2,1 tbsp,0
01003,butter oil,0.24,876,0.28,99.48,0,0,0,0,4,0,0,3,5,2,0.01,0.001,0,0,0,0.001,0.005,0.003,0.01,0.001,0,0,0,0,22.3,0.01,3069,840,824,0,193,0,0,0,2.8,0,0,8.6,61.924,28.732,3.694,256,12.8,1 tbsp,205,1 cup,0
43214,butter replacement,5,373,2,1,3,89,0,5.3,23,2,0,8,2,1200,0,0,,0,0,0,0,0,,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.589,0.276,0.057,2,80,1 cup,,,0
11106,butterbur,94.5,14,0.39,0.04,1.46,3.61,,,103,0.1,14,12,655,7,0.16,0.103,0.274,0.9,31.5,0.02,0.02,0.2,0.032,0.096,10,0,10,10,,0,50,3,0,,,,,,,0,0,,,,,0,94,1 cup,5,1 petiole,12
15007,butterfish,74.13,146,17.28,8.02,1.2,0,0,,22,0.5,25,240,375,89,0.77,0.054,0.015,36.5,0,0.12,0.15,4.5,0.75,0.3,15,0,15,15,,1.9,100,30,30,,,,,,,,,,3.38,3.38,0.59,65,32,1 fillet,85,3 oz,0
12084,butternuts,3.34,612,24.9,56.98,2.73,12.05,4.7,,53,4.02,237,446,421,1,3.13,0.45,6.56,17.2,3.2,0.383,0.148,1.045,0.633,0.56,66,0,66,66,,0,124,6,0,,,,,,,0,0,,1.306,10.425,42.741,0,120,1 cup,28.35,1 oz,73
11109,cabbage,92.18,25,1.28,0.1,0.64,5.8,2.5,3.2,40,0.47,12,26,170,18,0.18,0.019,0.16,0.3,36.6,0.061,0.04,0.234,0.212,0.124,43,0,43,43,10.7,0,98,5,0,33,42,0,0,30,0.15,0,0,76,0.034,0.017,0.017,0,89,"1 cup, chopped",70,"1 cup, shredded",20
18086,cake,33.2,258,5.9,0.8,2.3,57.8,1.5,,140,0.52,12,324,93,749,0.07,0.078,0.085,7.3,0,0.102,0.491,0.883,0.198,0.031,35,32,3,57,,0.06,0,0,0,,,,,,,,,,0.121,0.071,0.367,0,28,"1 piece, (1/12 of 12 oz cake)",340,"1 cake, (9"" dia x 4"")",0
06003,campbell soup,88,40,2.38,1.59,3.27,4.76,0,0.79,0,0.29,,,48,706,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0.397,0.397,0.794,4,126,"1 serving, 1/2 cup",,,0
05111,canada goose,70.78,133,24.31,4.02,1.41,0,0,0,4,5.91,29,256,336,50,1.68,0.443,0.05,,0,0.284,1.523,6.56,,1.077,,,,,,4.1,38,11,11,0,0,0,0,0,0.57,,,,0.609,0.817,0.347,80,85,3 oz,635,1 breast,0
10130,canadian bacon,72.34,110,20.31,2.62,3.38,1.34,0,0.9,6,0.44,20,240,683,751,1.23,0.053,0.015,37.1,0,0.511,0.141,7.227,0.61,0.241,4,0,4,4,76.1,0.37,0,0,0,0,0,0,0,0,0.22,0.1,6,0,0.9,1.09,0.467,48,85,3 oz,57,"2 slices, (6 per 6-oz pkg.)",0
10857,canadian style bacon,72.95,122,16.88,4.94,3.36,1.87,,1.43,6,0.9,19,,279,1016,1.8,0.1,,,1.4,,,,,,,,,,,,0,,,,,,,,,,,,1.83,2.49,0.62,49,56,1 serving,,,0
02054,capers,83.85,23,2.36,0.86,8.04,4.89,3.2,0.41,40,1.67,33,10,40,2348,0.32,0.374,0.078,1.2,4.3,0.018,0.139,0.652,0.027,0.023,23,0,23,23,6.5,0,138,7,0,0,83,0,0,0,0.88,0,0,24.6,0.233,0.063,0.304,0,8.6,"1 tbsp, drained",,,0
09060,carambola,91.38,31,1.04,0.33,0.52,6.73,2.8,3.98,3,0.08,10,12,133,2,0.12,0.137,0.037,0.6,34.4,0.014,0.016,0.367,0.391,0.017,12,0,12,12,7.6,0,61,3,0,24,25,0,0,66,0.15,0,0,0,0.019,0.03,0.184,0,132,"1 cup, cubes",108,"1 cup, sliced",3
02005,caraway seed,9.87,333,19.77,14.59,5.87,49.9,38,0.64,689,16.23,258,568,1351,17,5.5,0.91,1.3,12.1,21,0.383,0.379,3.606,,0.36,10,0,10,10,24.7,0,363,18,0,8,206,16,20,454,2.5,0,0,0,0.62,7.125,3.272,0,2.1,1 tsp,6.7,1 tbsp,0
14130,carbonated beverage,86.7,51,0,0,0.1,13.3,0,13.3,5,0.05,1,0,1,12,0.07,0.008,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.9,1 fl oz,494,"1 can, or bottle (16 fl oz)",0
11122,cardoon,94,17,0.7,0.1,1.13,4.07,1.6,,70,0.7,42,23,400,170,0.17,0.231,0.256,0.2,2,0.02,0.03,0.3,0.338,0.116,68,0,68,68,,0,0,0,0,,,,,,,0,0,,0.011,0.018,0.041,0,178,"1 cup, shredded",,,51
35021,caribou,7.4,786,6.7,84.4,1.5,0,,,,4.5,,107,,,,,,,,0.04,,0.2,,,,,,,,,240,,,,,,,,,,,,,,,,,,,,0
09061,carissa,84.17,62,0.5,1.3,0.4,13.63,,,11,1.31,16,7,260,3,,0.21,,,38,0.04,0.06,0.2,,,,,,,,0,40,2,0,,,,,,,,,,,,,0,150,"1 cup, slices",20,"1 fruit, without skin seeds",14
16055,carob flour,3.58,222,4.62,0.65,2.27,88.88,39.8,49.08,348,2.94,54,79,827,35,0.92,0.571,0.508,5.3,0.2,0.053,0.461,1.897,0.047,0.366,29,0,29,29,11.9,0,14,1,0,0,8,0,0,0,0.63,0,0,0,0.09,0.197,0.216,0,103,1 cup,6,1 tbsp,0
15008,carp,76.31,127,17.83,5.6,1.46,0,0,0,41,1.24,29,415,333,49,1.48,0.057,0.042,12.6,1.6,0.115,0.055,1.64,0.75,0.19,15,0,15,15,65,1.53,30,9,9,0,0,0,0,0,0.63,24.7,988,0.1,1.083,2.328,1.431,66,85,3 oz,218,1 fillet,0
36043,carrabba's italian grill,63.72,191,10.48,11.06,2.38,12.36,1.3,2.77,185,0.74,24,176,266,524,1.35,0.073,0.155,20.9,0.8,0.12,0.2,1.757,0.47,,16,,,,,0.77,685,102,81,19,240,0,2858,90,0.97,,,,4.366,3.577,0.716,31,437,1 serving,,,0
11655,carrot juice,88.87,40,0.95,0.15,0.75,9.28,0.8,3.91,24,0.46,14,42,292,66,0.18,0.046,0.13,0.6,8.5,0.092,0.055,0.386,0.228,0.217,4,0,4,4,9.9,0,19124,956,0,4342,9303,0,2,333,1.16,0,0,15.5,0.027,0.007,0.071,0,236,1 cup,29.5,1 fl oz,0
11124,carrots,88.29,41,0.93,0.24,0.97,9.58,2.8,4.74,33,0.3,12,35,320,69,0.24,0.045,0.143,0.1,5.9,0.066,0.058,0.983,0.273,0.138,19,0,19,19,8.8,0,16706,835,0,3477,8285,0,1,256,0.66,0,0,13.2,0.037,0.014,0.117,0,128,"1 cup, chopped",110,"1 cup, grated",11
12088,cashew butter,2.96,587,17.56,49.41,2.5,27.57,2,,43,5.03,258,457,546,15,5.16,2.19,0.815,11.5,0,0.312,0.187,1.599,1.201,0.252,68,0,68,68,,0,0,0,0,,,,,,,0,0,,9.763,29.122,8.354,0,16,1 tbsp,28.35,1 oz,0
12085,cashew nuts,1.7,574,15.31,46.35,3.95,32.69,3,5.01,45,6,260,490,565,16,5.6,2.22,0.826,11.7,0,0.2,0.2,1.4,1.217,0.256,69,0,69,69,61,0,0,0,0,0,0,0,0,23,0.92,0,0,34.7,9.157,27.317,7.836,0,137,"1 cup, halves whole",8.6,1 tbsp,0
11134,cassava,59.68,160,1.36,0.28,0.62,38.06,1.8,1.7,16,0.27,21,27,271,14,0.34,0.1,0.384,0.7,20.6,0.087,0.048,0.854,0.107,0.088,27,0,27,27,23.7,0,13,1,0,0,8,0,0,0,0.19,0,0,1.9,0.074,0.075,0.048,0,206,1 cup,408,1 root,16
15010,catfish,80.36,95,16.38,2.82,0.96,0,0,,14,0.3,23,209,358,43,0.51,0.034,0.025,12.6,0.7,0.21,0.072,1.907,0.765,0.116,10,0,10,10,,2.23,50,15,15,,,,,,,12.5,500,,0.722,0.844,0.865,58,85,3 oz,159,1 fillet,0
11935,catsup,68.51,101,1.04,0.1,2.94,27.4,0.3,21.27,15,0.35,13,26,281,907,0.17,0.085,0.084,0.7,4.1,0.011,0.166,1.434,0.047,0.158,9,0,9,9,12.5,0,527,26,0,0,316,0,12062,161,1.46,0,0,3,0.014,0.015,0.041,0,17,1 tbsp,9,1 packet,0
35195,cattail,92.65,25,1.18,0,1.03,5.14,4.5,0.22,54,0.91,63,45,309,109,0.24,0.041,0.76,0.6,0.7,0.023,0.025,0.44,0.234,0.123,3,,3,,23.7,,11,1,,0,6,0,0,76,,,,22.8,,,,,19,1 shoot,,,0
11135,cauliflower,92.07,25,1.92,0.28,0.76,4.97,2,1.91,22,0.42,15,44,299,30,0.27,0.039,0.155,0.6,48.2,0.05,0.06,0.507,0.667,0.184,57,0,57,57,44.3,0,0,0,0,0,0,0,0,1,0.08,0,0,15.5,0.13,0.034,0.031,0,107,"1 cup, chopped (1/2"" pieces)",13,1 floweret,61
15012,caviar,47.5,264,24.6,17.9,6.5,4,0,0,275,11.88,300,356,181,1500,0.95,0.11,0.05,65.5,0,0.19,0.62,0.12,3.5,0.32,50,0,50,50,490.9,20,905,271,271,0,0,0,0,648,1.89,2.9,117,0.6,4.06,4.631,7.405,588,16,1 tbsp,28.35,1 oz,0
11143,celery,95.43,16,0.69,0.17,0.75,2.97,1.6,1.34,40,0.2,11,24,260,80,0.13,0.035,0.103,0.4,3.1,0.021,0.057,0.32,0.246,0.074,36,0,36,36,6.1,0,449,22,0,0,270,0,0,283,0.27,0,0,29.3,0.042,0.032,0.079,0,101,"1 cup, chopped",110,1 NLEA serving,11
44055,celery flakes,9,319,11.3,2.1,13.9,63.7,27.8,35.9,587,7.83,196,402,4388,1435,2.77,0.571,,15.3,86.5,0.44,0.5,4.64,,0.46,107,0,107,107,122.3,0,1962,98,0,0,1177,0,0,5076,5.55,0,0,584.2,0.555,0.405,1.035,0,,,,,0
02007,celery seed,6.04,392,18.07,25.27,9.27,41.35,11.8,0.67,1767,44.9,440,547,1400,160,6.93,1.37,7.567,12.1,17.1,0.34,0.29,3.06,,0.89,10,0,10,10,24.7,0,52,3,0,0,31,0,0,0,1.07,0,0,0,2.19,15.93,3.72,0,2,1 tsp,6.5,1 tbsp,0
11145,celtuce,94.5,18,0.85,0.3,0.7,3.65,1.7,,39,0.55,28,39,330,11,0.27,0.04,0.688,0.9,19.5,0.055,0.07,0.55,0.183,0.05,46,0,46,46,,0,3500,175,0,,,,,,,0,0,,,,,0,8,1 leaf,,,25
08090,cereal,10.92,370,7.65,1.75,0.6,79.09,4.6,0.57,4,3.05,36,111,141,1,0.72,0.03,0.145,17,0,1.271,0.339,4.465,0.253,0.233,171,132,39,263,14.4,0,3,0,0,0,1,1,0,5,0.21,0,0,0,0.34,0.315,0.875,0,9.7,1 tbsp,156,1 cup,0
08510,cereal bar,8.69,413,6.47,10.98,1.76,72.05,0.4,45.97,410,5.99,21,155,254,319,0.84,0.049,0.206,7.7,15.4,0.615,0.696,8.194,0.495,0.819,98,87,11,159,31,2,627,188,188,0,0,0,0,0,0.42,1.7,68,2.5,9.114,1.186,0.239,6,25,1 bar,,,0
11147,chard,92.66,19,1.8,0.2,1.6,3.74,1.6,1.1,51,1.8,81,46,379,213,0.36,0.179,0.366,0.9,30,0.04,0.09,0.4,0.172,0.099,14,0,14,14,18,0,6116,306,0,45,3647,0,0,11000,1.89,0,0,830,0.03,0.04,0.07,0,36,1 cup,48,1 leaf,8
11149,chayote,94.24,19,0.82,0.13,0.3,4.51,1.7,1.66,17,0.34,12,18,125,2,0.74,0.123,0.189,0.2,7.7,0.025,0.029,0.47,0.249,0.076,93,0,93,93,9.2,0,0,0,0,0,0,0,0,0,0.12,0,0,4.1,0.028,0.01,0.057,0,132,"1 cup, (1"" pieces)",203,"1 chayote, (5-3/4"")",1
01045,cheddar cheese,43.12,331,19.66,24.46,4.44,8.32,0,,497,0.84,30,400,363,966,3.01,0.03,0.01,16.2,0,0.03,0.446,0.074,0.977,0.141,5,0,5,5,,1.28,705,,,,,,,,,,,,15.355,7.165,0.719,64,28.35,1 oz,227,"1 package, (8 oz)",0
01004,cheese,42.41,353,21.4,28.74,5.11,2.34,0,0.5,528,0.31,23,387,256,1146,2.66,0.04,0.009,14.5,0,0.029,0.382,1.016,1.729,0.166,36,0,36,36,15.4,1.22,721,198,192,0,74,0,0,0,0.25,0.5,21,2.4,18.669,7.778,0.8,75,28.35,1 oz,17,1 cubic inch,0
01215,cheese product,51.8,240,17.6,14.1,5.9,10.6,0,8.02,529,0.2,33,829,330,1201,2.36,0.03,,12.4,0,0.07,0.48,0.18,,0.08,18,0,18,18,36.2,1.11,945,250,243,0,80,0,0,0,0.27,5.3,212,2.6,8.85,4.13,0.41,53,21,"1 slice, 3/4 oz",19,"1 slice, 2/3 oz",0
19434,cheese puffs,3,432,8.5,12.1,4.05,72.35,3.6,7.29,357,1.28,41,357,286,847,2.14,0.085,,9.6,21.4,0.54,0.61,7.14,,0.71,97,0,97,97,13.7,2.14,250,44,38,30,58,0,0,643,4.25,0,0,1.1,2.1,3.5,5.74,1,28.35,1 oz,,,0
01164,cheese sauce,66.86,197,10.33,14.92,2.41,5.48,0.1,0.19,311,0.35,19,229,142,493,1.26,0.019,0.04,6.6,0.6,0.044,0.243,0.204,0.233,0.045,10,2,8,11,5.1,0.35,310,82,80,0,26,0,0,0,0.09,1,41,0.9,8.034,4.735,1.397,38,30,2 tbsp,243,1 cup,0
01048,cheese spread,47.65,290,16.41,21.23,5.98,8.73,0,7.32,562,0.33,29,875,242,1625,2.59,0.033,0.02,11.3,0,0.048,0.431,0.131,0.686,0.117,7,0,7,7,36.2,0.4,653,173,168,0,55,0,0,0,0.19,0.4,16,1.8,13.327,6.219,0.624,55,140,"1 cup, diced",244,1 cup,0
01161,cheese substitute,47.36,248,11.47,12.22,5.27,23.67,0,23.67,610,0.4,41,583,455,685,1.92,0.11,0.028,19.2,0.1,0.026,0.444,0.317,0.083,0.051,11,0,11,11,13.7,0.81,1457,437,437,0,0,0,0,0,0.11,0,0,1,3.711,6.243,1.738,0,113,"1 cup, shredded",28.35,1 oz,0
01188,cheese whiz,51.5,276,12,21,5.8,9.2,0.3,6.7,359,0.19,,806,240,1638,1.64,,,,0.4,,0.24,,,,,,,,,,649,,,,,,,,,,,,13.1,,,75,33,2 tbsp,,,0
18147,cheesecake commonly prep,45.6,321,5.5,22.5,0.9,25.5,0.4,21.8,51,0.63,11,93,90,438,0.51,0.02,0.14,5.2,0.4,0.028,0.193,0.195,0.571,0.052,18,3,15,20,45.9,0.17,547,159,156,0,34,2,0,62,0.56,0.5,18,4.4,9.921,8.634,1.602,55,28.35,1 oz,80,"1 piece, (1/6 of 17 oz cake)",0
18148,cheesecake mix,44.2,274,5.5,12.7,2,35.5,1.9,,172,0.47,19,234,211,380,0.46,0.029,0.12,4.7,0.5,0.121,0.263,0.493,0.612,0.052,30,12,18,38,,0.31,366,96,92,,,,,,,,,,6.691,4.519,0.808,29,28.35,1 oz,99,"1 piece, (1/12 of 9"" dia)",0
07016,cheesefurter,52.5,328,14.1,29,3.03,1.51,0,1.51,58,1.08,13,178,206,1082,2.25,0.07,0.03,15.7,0,0.25,0.16,2.9,0.76,0.13,3,0,3,3,63.1,1.73,19,6,6,0,0,0,0,0,0.24,0.3,12,1.6,10.47,13.64,3.02,68,100,2.33 links,,,0
09062,cherimoya,79.39,75,1.57,0.68,0.65,17.71,3,12.87,10,0.27,17,26,287,7,0.16,0.069,0.093,,12.6,0.101,0.131,0.644,0.345,0.257,23,0,23,23,,0,5,0,0,0,2,1,0,6,0.27,,,,0.233,0.055,0.188,0,160,"1 cup, pieces",235,"1 fruit, without skin seeds",31
09044,cherries,16.6,333,1.25,0.73,0.97,80.45,2.5,67.15,38,0.68,22,36,376,13,0.25,0.229,,0.4,19.3,0.058,0.101,0.867,,0.101,11,0,11,11,14.7,0,2829,141,0,0,1697,0,0,173,0.17,0,0,5.1,0.146,0.177,0.194,0,40,.25 cup,,,0
02008,chervil,7.2,237,23.2,3.9,16.6,49.1,11.3,,1346,31.95,130,450,4740,83,8.8,0.44,2.1,29.3,50,0.38,0.68,5.4,,0.93,274,0,274,274,,0,5850,293,0,,,,,,,0,0,,0.169,1.399,1.8,0,0.6,1 tsp,1.9,1 tbsp,0
12093,chestnuts,43.95,224,4.2,1.11,1.67,49.07,,,18,1.41,84,96,447,3,0.87,0.363,1.601,,36,0.16,0.18,0.8,0.555,0.41,68,0,68,68,,0,202,10,0,,,,,,,0,0,,0.164,0.581,0.288,0,28.35,1 oz,,,16
12006,chia seeds,5.8,486,16.54,30.74,4.8,42.12,34.4,,631,7.72,335,860,407,16,4.58,0.924,2.723,55.2,1.6,0.62,0.17,8.83,,,49,,49,,,0,54,,,,,,,,0.5,,,,3.33,2.309,23.665,0,28.35,1 oz,,,0
16525,chic-ketts,59.1,200,23.6,9.7,2.5,5.1,1.2,0.1,39,3.2,12,115,152,642,1.6,,,,0,0.57,1.72,35.9,,0.9,7,,7,,,3.4,0,0,,,,,,,,0,0,,1.5,2.3,5.7,0,55,"2 slices, (3/8"" thick)",,,0
05335,chick,65.8,215,19.4,14.6,0,0.2,0,0,88,0.91,5,83,31,67,0.69,0.102,,3.6,0,0.06,0.2,0.4,,0.01,86,0,86,86,13.3,0.47,100,30,30,0,0,0,0,0,0.27,0.2,8,0.2,3.92,5.5,2.98,84,28.35,1 oz,453.6,1 lb,0
