NDB_NO,SHRT_DESC,WATER_G,ENERG_KCAL,PROTEIN_G,LIPID_TOT_G,ASH_G,CARBOHYDRT_G,FIBER_TD_G,SUGAR_TOT_G,CALCIUM_MG,IRON_MG,MAGNESIUM_MG,PHOSPHORUS_MG,POTASSIUM_MG,SODIUM_MG,ZINC_MG,COPPER_MG,MANGANESE_MG,SELENIUM_ΜG,VIT_C_MG,THIAMIN_MG,RIBOFLAVIN_MG,NIACIN_MG,PANTO_ACID_MG,VIT_B6_MG,FOLATE_TOT_ΜG,FOLIC_ACID_ΜG,FOOD_FOLATE_ΜG,FOLATE_DFE_ΜG,CHOLINE_TOT__MG,VIT_B12_ΜG,VIT_A_IU,VIT_A_RAE,RETINOL_ΜG,ALPHA_CAROT_ΜG,BETA_CAROT_ΜG,BETA_CRYPT_ΜG,LYCOPENE_ΜG,LUT_ZEA__ΜG,VIT_E_MG,VIT_D_ΜG,VIT_D_IU,VIT_K_ΜG,FA_SAT_G,FA_MONO_G,FA_POLY_G,CHOLESTRL_MG,GMWT_1,GMWT_DESC1,GMWT_2,GMWT_DESC2,REFUSE_PCT
02039,savory,9,272,6.73,5.91,9.63,68.73,45.7,,2132,37.88,377,140,1051,24,4.3,0.847,6.1,4.6,50,0.366,,4.08,,1.81,,,,,,0,5130,257,0,,,,,,,0,0,,3.26,,,0,1.4,1 tsp,4.4,1 tbsp,0
15172,scallop,82.53,69,12.06,0.49,1.74,3.18,0,0,6,0.38,22,334,205,392,0.91,0.023,0.017,12.8,0,0.007,0.015,0.703,0.215,0.073,16,0,16,16,65,1.41,3,1,1,0,0,0,0,0,0,0,1,0,0.128,0.048,0.13,24,30,"1 unit, 2 large or 5 small",85,3 oz,0
28368,schar,42,239,3.34,2.65,1.54,50.47,5.1,6.87,180,3.57,13,50,76,593,0.56,0.096,0.207,0.4,,0.615,0.48,3.875,,0.037,8,,8,,,,,,,,,,,,,,,,0.215,1.353,0.637,,78,1 roll,,,0
19000,schiff,10.28,422,16.8,14.29,2.17,56.46,2.3,36.4,429,10.28,336,560,294,168,1.44,0.269,0.944,5.9,16.8,1.47,0.319,4.039,4.2,1.68,55,0,55,55,42.3,4.2,3,1,1,0,0,0,0,0,2.48,0,0,4.6,2.073,7.907,3.678,2,,,,,0
21145,school lunch,48.02,243,13.89,8.81,2.18,27.1,2.7,4.77,183,2.5,38,270,288,400,1.74,,,,0.4,0.23,0.17,3.08,,0.099,,,,,,2,217,,31,,69,,,,,,,,4.14,2.29,1.04,18,155,"1 slice, 1/8 per pizza",124,"1 slice, 1/10 per pizza",0
07951,scrapple,62.47,213,8.06,13.87,1.53,14.06,0.3,0.2,7,1.89,13,76,158,482,1.06,0.212,,17.4,2.5,0.116,0.287,2.273,,0.12,5,0,5,5,72.4,0.31,2086,626,626,0,0,0,0,0,0.15,0.3,13,3.4,4.732,6.156,1.664,49,17,1 cubic inch,25,"1 oz, cooked",0
15090,scup,75.37,105,18.88,2.73,1.21,0,0,0,40,0.53,23,185,287,42,0.48,0.051,0.035,36.5,0,0.11,0.1,4.1,0.75,0.3,15,0,15,15,65,1.4,90,27,27,0,0,0,0,0,0.5,1.2,47,0.1,0.64,0.56,1.03,52,85,3 oz,28.35,"1 oz, boneless",0
15091,sea bass,78.27,97,18.43,2,1.09,0,0,0,10,0.29,41,194,256,68,0.4,0.019,0.015,36.5,0,0.11,0.12,1.6,0.75,0.4,5,0,5,5,60.8,0.3,154,46,46,0,0,0,0,0,0.84,5.6,226,0.1,0.511,0.424,0.743,41,129,1 fillet,85,3 oz,0
35070,sea cucumber,80.7,56,13,0.4,2.8,0,,,30,0.6,,,,,,,,,,0.05,0.94,3.2,,,,,,,,,310,,,,,,,,,,,,,,,,,,,,0
35226,sea lion,71.27,137,22.9,5,0.83,0,,,6,9,22,396,291,88,4.1,1.89,0.7,693,,,,,,,,,,,,,,,,,,,,,,,,,1.3,0.9,0.2,359,,,,,0
35055,seal,11.6,351,82.6,2.3,3.5,0,0,0,,49.6,,784,,,,,,,,0.13,0.63,,,,,,,,,,1310,393,,0,0,0,0,0,,,,,0.6,1.33,0.37,,,,,,0
02074,seasoning mix,0.2,0,0,0,99.8,0,0,0,0,0,,,,17000,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,0,1,.25 tsp,,,0
15093,seatrout,78.09,104,16.74,3.61,1.26,0,0,,17,0.27,31,250,341,58,0.45,0.03,0.015,36.5,0,0.06,0.17,2.4,0.75,0.4,5,0,5,5,,3,100,30,30,,,,,,,,,,1.009,0.884,0.725,83,85,3 oz,238,1 fillet,0
11442,seaweed,91.32,26,0.54,0.03,1.36,6.75,0.5,0.28,54,1.86,67,5,226,9,0.58,0.061,0.373,0.7,0,0.005,0.022,0.055,0.302,0.032,85,0,85,85,6,0,0,0,0,0,0,0,0,0,0.87,0,0,2.3,0.006,0.003,0.01,0,10,"2 tbsp, (1/8 cup)",,,0
12004,seeds,45,217,5.97,0.99,1.76,46.28,,,98,2.09,68,67,1183,31,1.13,1.444,0.178,,27.4,0.055,0.055,0.88,1.103,0.403,66,0,66,66,,0,248,12,0,,,,,,,0,0,,0.267,0.126,0.527,0,28.35,"1 oz, (8-14 seeds)",,,0
20066,semolina,12.67,360,12.68,1.05,0.77,72.83,3.9,,17,4.36,47,136,186,1,1.05,0.189,0.619,89.4,0,0.811,0.571,5.99,0.58,0.103,183,111,72,261,,0,0,0,0,,,,,,0.26,0,0,,0.15,0.124,0.43,0,167,1 cup,,,0
12166,sesame butter,3.05,595,17,53.76,5,21.19,9.3,0.49,426,8.95,95,732,414,115,4.62,1.61,1.456,34.4,0,1.22,0.473,5.45,0.693,0.149,98,0,98,98,25.8,0,67,3,0,0,40,0,0,0,0.25,0,0,0,7.529,20.302,23.564,0,15,1 tbsp,28.35,1 oz,0
12032,sesame flour,6.61,382,40.32,11.89,6.05,35.14,,,150,14.3,362,810,425,41,10.7,1.432,1.403,,0,2.53,0.27,12.6,2.76,0.152,29,0,29,29,,0,69,3,0,,,,,,,0,0,,1.634,4.405,5.113,0,28.35,1 oz,,,0
12034,sesame meal,5,567,16.96,48,4,26.04,,,153,14.55,346,774,406,39,10.23,1.457,1.427,,0,2.573,0.275,12.816,2.807,0.146,30,0,30,30,,0,66,3,0,,,,,,,0,0,,6.722,18.127,21.039,0,28.35,1 oz,,,0
12023,sesame seeds,4.69,573,17.73,49.67,4.45,23.45,11.8,0.3,975,14.55,351,629,468,11,7.75,4.082,2.46,34.4,0,0.791,0.247,4.515,0.05,0.79,97,0,97,97,25.6,0,9,0,0,0,5,0,0,0,0.25,0,0,0,6.957,18.759,21.773,0,144,1 cup,9,1 tbsp,0
19418,sesame steaks,2,541,10.9,36.7,3.9,46.5,2.8,0.19,170,0.74,45,138,177,1488,1.17,0.406,0.904,17.1,0,0.123,0.063,1.552,0.234,0.086,22,0,22,22,17,0,5,0,0,0,3,0,0,19,3.85,0,0,8,6.48,10.91,17.42,0,28.35,1 oz,57,2 oz,0
11447,sesbania flower,91.58,27,1.28,0.04,0.38,6.73,,,19,0.84,12,30,184,15,,,,0.9,73,0.083,0.081,0.43,,,102,0,102,102,,0,0,0,0,,,,,,,0,0,,,,,0,3,1 flower,20,"1 cup, flowers",15
15094,shad,68.19,197,16.93,13.77,1.32,0,0,0,47,0.97,30,272,384,51,0.37,0.064,0.042,36.5,0,0.15,0.24,8.4,0.75,0.4,15,0,15,15,74,0.15,106,32,32,0,0,0,0,0,1.22,4.8,190,0.1,3.126,5.724,3.268,75,85,3 oz,184,1 fillet,0
14347,shake,69.65,148,3.37,6.52,0.86,19.59,0.9,13.63,115,0.46,13,98,166,81,0.57,0.103,0.035,3.2,0,0.026,0.66,0.213,0.562,0.06,0,0,0,0,27.3,0.22,304,91,91,0,0,0,0,0,0.25,0,0,0.4,3.962,1.785,0.316,23,20.8,1 fl oz,166,"1 cup, (8 fl oz)",0
11640,shallots,2,348,12.3,0.5,4.5,80.7,15.7,38.16,183,6,104,296,1650,59,1.93,0.425,1.417,5.7,39,0.3,0.1,1,1.408,1.675,116,0,116,116,55,0,21,1,0,0,13,0,0,38,0.18,0,0,3.9,0.084,0.07,0.196,0,0.9,1 tbsp,3.6,.25 cup,0
15095,shark,73.58,130,20.98,4.51,1.39,0,0,0,34,0.84,49,210,160,79,0.43,0.033,0.015,36.5,0,0.042,0.062,2.938,0.695,0.4,3,0,3,3,65,1.49,233,70,70,0,0,0,0,0,1,0.6,24,0.1,0.925,1.808,1.195,51,85,3 oz,,,0
15097,sheepshead,77.97,108,20.21,2.41,1.09,0,0,,21,0.46,32,313,404,71,0.39,0.031,0.013,36.5,0,0.01,0.04,1.5,0.75,0.3,15,0,15,15,,2,100,30,30,,,,,,,,,,0.609,0.728,0.518,50,85,3 oz,238,1 fillet,0
19097,sherbet,66.1,144,1.1,2,0.4,30.4,1.3,24.32,54,0.14,8,40,96,46,0.48,0.028,0.011,1.5,2.3,0.027,0.097,0.063,0.224,0.023,4,0,4,4,7.7,0.13,46,12,12,0,1,5,0,7,0.01,0,0,0,1.16,0.53,0.08,1,74,".5 cup, (4 fl oz)",66,"1 bar, (2.75 fl oz)",0
04031,shortening,0,884,0,100,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,6.13,0,0,43,25,44.5,26.1,0,12.8,1 tbsp,205,1 cup,0
04546,shortening bread,0,884,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,6.13,,,,22,33,40.6,0,12.8,1 tablespoon,205,1 cup,0
04548,shortening cake mix,0,884,0,100,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,6.13,0,0,43,27.2,54.2,14.1,0,12.8,1 tbsp,205,1 cup,0
04551,shortening confectionery,0,884,0,100,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,1.95,0,0,43,91.3,2.2,1,0,12.8,1 tbsp,205,1 cup,0
04550,shortening frying ,0,900,0,100,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,4,,,,44.9,38.5,8.8,100,12.8,1 tbsp,205,1 cup,0
15150,shrimp,52.86,242,21.39,12.28,1.99,11.47,0.4,0.8,67,1.26,40,218,225,344,1.38,0.274,0.1,41.7,1.5,0.129,0.136,3.07,0.35,0.098,33,9,23,39,91.2,1.87,189,56,,,,,,,1.3,0.1,5,1,2.087,3.812,5.085,138,85,3 oz,30,4 large,0
21140,side dishes,78.73,114,1.53,6.03,0.68,13.53,,,14,0.73,8,56,270,328,0.2,0.079,0.074,0.9,1.1,0.07,0.11,0.27,0.37,0.15,25,0,25,25,,0.12,100,30,30,,,,,,,,,,1.03,1.69,3.02,60,95,.333 cup,,,0
16259,silk banana-strawberry soy yogurt,78.18,88,2.35,1.18,1.24,17.06,0.6,10.59,176,0.64,,,,15,,,,,17.6,,,,,,,,,,,,0,,,,,,,,,,,,0,,,0,170,1 container,,,0
16256,silk black cherry soy yogurt,78.18,88,2.35,1.18,1.24,17.06,0.6,11.76,176,0.64,,,,12,,,,,17.6,,,,,,,,,,,,0,,,,,,,,,,,,0,,,0,170,1 container,,,0
16257,silk blueberry soy yogurt,78.18,88,2.35,1.18,1.24,17.06,0.6,12.35,176,0.64,,,,15,,,,,17.6,,,,,,,,,,,,0,,,,,,,,,,,,0,,,0,170,1 container,,,0
16247,silk chai,87.62,53,2.47,1.44,0.65,7.82,0,5.76,123,0.44,0,,123,41,0.37,,,0,0,,0.14,,,,7,,7,,,0.37,123,,,,,,,,,0.8,33,,0.206,,,0,243,1 cup,,,0
16237,silk chocolate,86.39,58,2.06,1.44,0.65,9.47,0.8,7.82,123,0.59,16,,144,41,0.25,,,1.7,0,,0.21,,,,10,,10,,,1.23,206,,,,,,,,,1.2,49,,0.206,,,0,243,1 cup,,,0
16249,silk coffee,85.56,62,2.06,1.44,0.65,10.29,0,9.47,123,0,0,,132,41,0.37,,,0,0,,0.21,,,,7,,7,,,0.37,123,,,,,,,,,,,,0.206,,,0,243,1 cup,,,0
16261,silk french vanilla creamer,72.95,133,0,6.67,0.38,20,0,20,0,0,,,,67,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,0,15,1 tbsp,,,0
16262,silk hazelnut creamer,72.95,133,0,6.67,0.38,20,0,20,0,0,,,,67,,,,,200,,,,,,,,,,,,0,,,,,,,,,,,,0,,,0,15,1 tbsp,,,0
16258,silk key lime soy yogurt,77.59,88,2.35,1.18,1.24,17.65,0.6,12.35,176,0.64,,,,15,,,,,17.6,,,,,,,,,,,,0,,,,,,,,,,,,0,,,0,170,1 container,,,0
16240,silk light chocolate,87.63,49,2.06,0.62,0.64,9.05,0.8,7.82,123,0.59,16,,144,41,0.25,,,1.7,0,,0.21,,,,10,,10,,,1.23,206,,,,,,,,,1.2,49,,0,,,0,243,1 cup,,,0
16238,silk light plain,92.77,29,2.47,0.82,0.64,3.29,0.4,2.47,123,0.44,16,,123,49,0.25,,,2.3,0,,0.21,,,,10,,10,,,1.23,206,,,,,,,,,1.2,49,,0,,,0,243,1 cup,,,0
16239,silk light vanilla,91.95,33,2.47,0.82,0.64,4.12,0.4,2.88,123,0.44,16,,123,39,0.25,,,2.3,0,,0.21,,,,10,,10,,,1.23,206,,,,,,,,,1.2,49,,0,,,0,243,1 cup,,,0
16248,silk mocha,86.8,58,2.06,1.44,0.65,9.05,0,7.41,123,0.44,0,,123,41,0.37,,,0,0,,0.14,,,,7,,7,,,0.37,123,,,,,,,,,,,,0.206,,,0,243,1 cup,,,0
16246,silk nog,82.96,74,2.46,1.64,0.65,12.3,0,9.84,16,0.3,0,,123,61,0,,,0,0,,0,,,,0,,0,,,0,0,,,,,,,,,0,0,,0,,,0,122,.5 cup,,,0
16260,silk original creamer,86.29,100,0,6.67,0.38,6.67,0,0,0,0,,,,67,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,0,15,1 tbsp,,,0
16255,silk peach soy yogurt,76.41,94,2.35,1.18,1.24,18.82,0.6,14.71,176,0.64,,,,15,,,,,17.6,,,,,,,,,,,,0,,,,,,,,,,,,0,,,0,170,1 container,,,0
16235,silk plain,91.53,41,2.88,1.65,0.65,3.29,0.4,2.47,123,0.44,16,,123,49,0.25,,,2.3,0,,0.21,,,,10,,10,,,1.23,206,,,,,,,,,1.2,49,,0.206,,,0,243,1 cup,,,0
16252,silk plain soy yogurt,84.67,66,2.64,1.76,1.24,9.69,0.4,5.29,132,,,,,13,,,,,13.2,,,,,,,,,,,,0,,,,,,,,,1.3,53,,0.22,,,0,227,1 container,,,0
16254,silk raspberry soy yogurt,77.59,88,2.35,1.18,1.24,17.65,0.6,12.94,176,0.64,,,,15,,,,,17.6,,,,,,,,,,,,0,,,,,,,,,,,,0,,,0,170,1 container,,,0
16253,silk strawberry soy yogurt,77,94,2.35,1.18,1.24,18.24,0.6,12.94,176,0.64,,,,15,,,,,17.6,,,,,,,,,,,,0,,,,,,,,,,,,0,,,0,170,1 container,,,0
16236,silk vanilla,91.32,41,2.47,1.44,0.65,4.12,0.4,2.88,123,0.44,16,,123,39,0.25,,,2.3,0,,0.21,,,,10,,10,,,1.23,206,,,,,,,,,1.2,49,,0.206,,,0,243,1 cup,,,0
16250,silk vanilla soy yogurt ,80.7,79,2.64,1.76,1.24,13.66,0.4,10.57,132,0.48,,,,13,,,,,0,,,,,,,,,,,,,,,,,,,,,1.3,53,,0.22,,,0,227,1 container,,,0
16251,silk vanilla soy yogurt ,79.35,88,2.94,1.76,1.24,14.71,0.6,10.59,176,0.85,,,,12,,,,,17.6,,,,,,,,,,,,0,,,,,,,,,,,,0,,,0,170,1 container,,,0
16245,silk very vanilla,87.41,53,2.47,1.65,0.65,7.82,0.4,6.58,144,0.44,16,,123,58,0.62,,,2.3,8.6,,0.21,,,,10,,10,,,1.23,412,,,,,,,,,1.2,49,,0.206,,,0,243,1 cup,,,0
12193,sisymbrium special seeds,6.1,318,12.14,4.6,18.9,58.26,,,1633,0.11,314,6,2130,92,0.3,0.11,1.512,,30.7,0.191,0.423,16.825,0.997,0.778,95,0,95,95,,0,63,3,0,,,,,,,,,,0.902,1.486,2.023,0,74,1 cup,28.35,1 oz,0
07941,sliced salami,40.5,350,21.8,26.4,4.9,6.4,0,0,8,1.51,17,142,378,936,3.23,0.08,0.038,26.1,0,0.6,0.285,4.867,1.06,0.5,2,0,2,2,,1.9,0,0,0,0,0,0,0,0,,,,1.3,9.75,13.2,2.29,89,28,"1 serving, 5 slices",,,0
06619,smart soup,85.3,55,2,0.71,0.8,11.2,2,3.6,23,1,,,,131,,,,,0,,,,,,,,,,,,,,0,,174,,,,,,,,0,,,0,283,"10 oz, 1 pouch",,,0
15099,smelt,78.77,97,17.63,2.42,1.4,0,0,0,60,0.9,30,230,290,60,1.65,0.139,0.7,36.5,0,0.01,0.12,1.45,0.638,0.15,4,0,4,4,65,3.44,50,15,15,0,0,0,0,0,0.5,0.8,31,0.1,0.452,0.641,0.885,70,85,3 oz,,,0
07074,smoked link sausage,56.49,309,11.98,28.23,3.11,0.94,0,0.94,11,0.59,11,157,483,827,1.31,0.176,0.011,18.3,0,0.212,0.18,2.807,0.536,0.179,1,0,1,1,61.1,0.66,0,0,0,0,0,0,0,0,0.25,1.1,43,0,9.313,11.212,3.626,61,68,"1 link, (4"" long x 1-1/8"" dia)",16,"1 link, little (2"" long x 3/4"" dia)",0
16533,smoked turkey roll,53.7,251,18.5,16.1,3.7,7.9,1.1,2.4,147,4.9,,188,98,859,0.8,,,,0,3.3,0.3,10.9,,0.7,,,,,,5.5,0,0,,,,,,,,,,,2.3,3.9,8.9,0,55,"1 slice, , 3/8""",,,0
90560,snail,79.2,90,16.1,1.4,1.3,2,0,0,10,3.5,250,272,382,70,1,0.4,,27.4,0,0.01,0.12,1.4,,0.13,6,0,6,6,65,0.5,100,30,30,0,0,0,0,0,5,0,0,0.1,0.361,0.259,0.252,50,85,3 oz,,,0
15101,snapper,76.87,100,20.51,1.34,1.31,0,0,0,32,0.18,32,198,417,64,0.36,0.028,0.013,38.2,1.6,0.046,0.003,0.284,0.75,0.4,5,0,5,5,65,3,106,32,32,0,0,0,0,0,0.96,10.2,408,0.1,0.285,0.251,0.459,37,85,3 oz,218,1 fillet,0
16279,soft tofu,88.08,59,6.38,2.71,0.64,2.19,0.8,0.53,78,1.53,,,,34,,,,,0.9,,,,,,,,,,,,34,,,,,,,,,,,,0.48,0.63,1.61,0,56,2 oz,84,3 oz,0
20648,sorghum flour,10.26,359,8.43,3.34,1.32,76.64,6.6,1.94,12,3.14,123,278,324,3,1.63,0.253,1.258,12.2,0.8,0.329,0.061,4.496,0.539,0.325,25,0,25,25,,,0,0,0,,,,,,0.5,,,6.4,0.528,0.943,1.403,,121,1 cup,,,0
20067,sorghum grain,12.4,329,10.62,3.46,1.43,72.09,6.7,2.53,13,3.36,165,289,363,2,1.67,0.284,1.605,12.2,0,0.332,0.096,3.688,0.367,0.443,20,0,20,20,,0,0,0,0,,,,,,0.5,0,0,,0.61,1.131,1.558,0,192,1 cup,,,0
06001,soup,84.05,69,1.82,3.26,2.35,8.52,0.4,0.72,23,0.64,3,31,138,669,0.7,0.1,0.3,1.9,2.2,0.043,0.062,0.62,0.11,0.01,19,0,19,19,13,0.04,441,26,5,0,256,0,13,326,0.49,0,0,22,0.82,0.75,1.46,4,126,".5 cup, (4 fl oz)",305,"1 can, (10.75 oz)",0
01178,sour cream,71,181,7,14.1,0.9,7,0,0.3,141,0.06,11,85,211,70,0.27,0.01,,4.1,0.9,0.04,0.24,0.07,,0.02,11,0,11,11,19.2,0.3,436,119,117,0,27,0,0,0,0.4,0.3,10,0.7,8.7,4.1,0.5,35,12,1 tablespoon,230,1 cup,0
01058,sour dressing,74.79,178,3.25,16.57,0.71,4.68,0,i,113,0.03,10,87,162,48,0.37,0.01,0.002,2.3,0.9,0.038,0.163,0.074,0.398,0.017,12,0,12,12,14.9,0.33,10,3,3,0,0,0,0,0,1.34,0,0,4.1,13.272,1.958,0.468,5,12,1 tbsp,235,1 cup,0
35074,sourdock,89.7,42,2.3,0.7,0.8,6.5,,,2,0.8,,55,,,,,,,68,0.09,0.54,1.1,,,,,,,,,11900,,,,,,,,,,,,,,,,,,,,0
09315,soursop,81.16,66,1,0.3,0.7,16.84,3.3,13.54,14,0.6,21,27,278,14,0.1,0.086,,0.6,20.6,0.07,0.05,0.9,0.253,0.059,14,0,14,14,7.6,0,2,0,0,0,1,0,0,0,0.08,0,0,0.4,0.051,0.09,0.069,0,225,"1 cup, pulp",625,"1 fruit, (7"" x 5-1/4"" dia)",33
16115,soy flour,5.16,434,37.81,20.65,4.46,31.92,9.6,7.5,206,6.37,429,494,2515,13,3.92,2.92,2.275,7.5,0,0.581,1.16,4.32,1.59,0.461,345,0,345,345,190.6,0,120,6,0,0,72,0,0,0,1.95,0,0,70,2.987,4.561,11.657,0,84,"1 cup, stirred",5.2,1 tbsp,0
16119,soy meal,6.94,337,49.2,2.39,5.58,35.89,,,244,13.7,306,701,2490,3,5.06,2,3.8,3.3,0,0.691,0.251,2.587,1.976,0.569,303,0,303,303,,0,40,2,0,,,,,,,0,0,,0.268,0.409,1.045,0,122,1 cup,,,0
16425,soy sauce,63.33,90,8.19,0.31,13.74,14.44,0.3,5.63,11,0.43,34,89,3098,2890,0.25,0.049,0.151,0.9,0,0.03,0.043,0.453,0.148,0.037,4,,4,,31.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.032,0.089,0,15,1 tbsp,4.9,1 tsp,0
11450,soybeans,67.5,147,12.95,6.8,1.7,11.05,4.2,,197,3.55,65,194,620,15,0.99,0.128,0.547,1.5,29,0.435,0.175,1.65,0.147,0.065,165,0,165,165,,0,180,9,0,,,,,,,0,0,,0.786,1.284,3.2,0,256,1 cup,,,47
16120,soymilk,88.05,54,3.27,1.75,0.65,6.28,0.6,3.99,25,0.64,25,52,118,51,0.12,0.128,0.223,4.8,0,0.06,0.069,0.513,0.373,0.077,18,0,18,18,23.6,0,3,0,0,0,2,0,0,0,0.11,0,0,3,0.205,0.401,0.961,0,243,1 cup,30.6,1 fl oz,0
20126,spaghetti,8.34,372,13.35,1.57,1.93,74.81,10.6,2.72,58,2.13,174,332,376,36,2.76,0.499,2.645,63.5,0,0.373,0.196,4.55,1.214,0.323,48,0,48,48,17.1,0,461,23,0,0,277,0,0,3487,0.74,0,0,151.5,0.226,0.181,0.641,0,57,2 oz,,,0
02065,spearmint,85.55,44,3.29,0.73,2.03,8.41,6.8,,199,11.87,63,60,458,30,1.09,0.24,1.118,,13.3,0.078,0.175,0.948,0.25,0.158,105,0,105,105,,0,4054,203,0,,,,,,,0,0,,0.191,0.025,0.394,0,0.3,2 leaves,11.4,2 tbsp,59
20140,spelt,11.02,338,14.57,2.43,1.78,70.19,10.7,6.82,27,4.44,136,401,388,8,3.28,0.511,2.983,11.7,0,0.364,0.113,6.843,1.068,0.23,45,0,45,45,,0,10,0,0,0,5,0,0,169,0.79,,,3.6,0.406,0.445,1.258,0,174,1 cup,,,0
02003,spices,10.35,233,22.98,4.07,14.85,47.75,37.7,1.71,2240,89.8,711,274,2630,76,7.1,2.1,9.8,3,0.8,0.08,1.2,4.9,0.838,1.34,310,0,310,310,54.9,0,744,37,0,113,378,24,393,1150,10.7,0,0,1714.5,2.157,1.238,0.498,0,0.7,"1 tsp, leaves",2.1,"1 tbsp, leaves",0
22993,spicy black bean enchilada,75.5,103,3,2.8,1,17.7,3.1,1,51,0.9,,77,175,237,0.6,,,,8,,,,,,,,,,,,0,,,,,,,,,,0,,0.4,1.4,0.8,1,255,1 entree,,,0
11986,spinach,92.5,23,2.98,0.78,1.04,2.71,2.1,,124,1.48,48,36,256,55,0.3,0.111,0.255,0.9,5.9,0.106,0.129,0.787,0.135,0.086,114,0,114,114,,0,1158,58,0,,,,,,,0,0,,,,,0,44,1 cup,17,1 bunch,30
11457,spinach,91.4,23,2.86,0.39,1.72,3.63,2.2,0.42,99,2.71,79,49,558,79,0.53,0.13,0.897,1,28.1,0.078,0.189,0.724,0.065,0.195,194,0,194,194,19.3,0,9377,469,0,0,5626,0,0,12198,2.03,0,0,482.9,0.063,0.01,0.165,0,30,1 cup,340,1 bunch,28
22994,spinach artichoke pasta,75.4,103,5,3.4,1.1,15.1,3,0.1,66,1,,28,130,229,0.2,,,,0,0.1,0.1,1.9,,0.06,14,,,,,0,0,,,,,,,,,,0,,1.6,1.1,0.5,7,269,1 entree,,,0
11658,spinach souffle,70.73,172,7.89,12.95,2.52,5.9,0.7,1.85,165,1.19,30,139,231,566,0.85,0.059,0.269,11.1,7.3,0.082,0.263,0.479,0.438,0.098,73,6,67,77,61,0.4,2891,244,120,3,1493,2,0,3249,0.93,0.8,31,126.5,6.091,3.021,0.61,118,136,1 cup,813,"1 recipe, yield",0
15154,spiny lobster,74.07,112,20.6,1.51,1.39,2.43,0,,49,1.22,40,238,180,177,5.67,0.381,0.015,46.2,2,0.007,0.046,4.245,0.35,0.15,1,0,1,1,,3.5,17,5,5,,,,,,,,,,0.237,0.275,0.59,70,85,3 oz,209,1 lobster,0
06192,split pea soup,82.4,71,3.85,0.92,1,11.83,1.9,5.06,17,0.77,14,54,183,166,0.4,0.11,0.2,0.3,0,0.07,0.029,0.457,0.237,0.073,20,0,20,20,18.2,0.01,552,28,0,35,313,1,7,1286,0.2,0,0,36.1,0.3,0.37,0.168,2,253,1 cup,,,0
15103,spot,75.95,123,18.51,4.9,1.06,0,0,,14,0.32,42,186,496,29,0.51,0.046,0.035,36.5,0,0.16,0.22,7,0.75,0.4,5,0,5,5,,3,100,30,30,,,,,,,,,,1.45,1.33,1.09,60,64,1 fillet,85,3 oz,0
05160,squab,56.6,294,18.47,23.8,1.4,0,0,,12,3.54,22,248,199,54,2.2,0.437,0.019,13.3,5.2,0.212,0.224,6.046,0.76,0.41,6,0,6,6,,0.4,243,73,73,,,,,,,,,,8.43,9.72,3.07,95,85,3 oz,297,"1 unit, (yield from 1 lb ready-to-cook squab)",23
11467,squash,94.28,19,1.01,0.27,0.56,3.88,1,2.88,21,0.44,20,32,222,2,0.29,0.092,0.172,0.2,19.3,0.051,0.041,0.448,0.16,0.104,19,0,19,19,7.1,0,150,8,0,0,90,0,0,290,0.13,0,0,3.2,0.093,0.013,0.082,0,127,"1 cup, sliced",,,1
15175,squid,78.55,92,15.58,1.38,1.41,3.08,0,0,32,0.68,33,221,246,44,1.53,1.891,0.035,44.8,4.7,0.02,0.412,2.175,0.5,0.056,5,0,5,5,65,1.3,33,10,10,0,0,0,0,0,1.2,0,0,0,0.358,0.107,0.524,233,28.35,"1 oz, boneless",85,3 oz,0
35075,squirrel,75.4,111,19.3,3.8,1.5,0,,,,4.7,,175,,,,,,,,,,,,,,,,,,,220,,,,,,,,,,,,,,,,,,,,0
16534,steaklets,57.5,211,19.7,10.4,2.9,9.6,2.8,1.2,73,1.5,,210,191,651,1.2,,,,0,1.7,0.2,4.2,,0.4,,,,,,2.1,0,0,,,,,,,,,,,1.8,3.5,5.1,1,71,1 piece,,,0
35180,steelhead trout,6.49,382,77.27,8.06,10.58,0,0,0,85,2.96,84,976,1720,2850,1.79,0.217,0.079,105,0,,,,,,,,,,,22.4,213,64,64,,0,0,0,0,2.41,15.7,628,0,0.829,1.228,1.739,227,,,,,0
